Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
AMBIENCE,NAUTICAL,AMBNaut,AMB,"Relating to ships at sea, shipyards, things revolving around ships. (compare to AMBIENCE-SEASIDE). Water only recordings would go to a WATER category.","Aft, Anchorage, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Barnacled, Beachy, Boat, Boating, Boaty, Bow, Buccaneer, Buoy, Buoyage, Deck, Dock, Docks, Harbor, Jetty, Landlubber, Landlubbers, Mapping, Marina, Marine, Mariner, Mariners, Maritime, Mercantile, Midship, Naut, Nautic, Nautique, Naval, Navicular, Navies, Navigable, Navigational, Oceangoing, Oceanic, Oceanographic, Oceanographical, Offshore, Paddling, Pier, Piratic, Piratical, Port, Preppy, Sailor, Sailorly, Sailors, Sailworthy, Seaborne, Seafarer, Seafarers, Seafaring, Seagoing, Seakindly, Seamanlike, Seamanship, Seaward, Seaworthy, Semiseafaring, Ship, Shipboard, Shipbuilding, Shiplike, Shiply, Shipworks, Shipyard, Stern, Waterborne, Wharf, Yacht, Yachting, Yachty",环境,航海,航海、造船厂、船尾甲板、船头、船尾、捕鱼、 航海、远洋、船舱、 深海、 海洋、海事、码头、船坞,,
AMBIENCE,OFFICE,AMBOffc,AMB,"Workplaces, offices, people working, typing, telephones. General offices of various sizes.","Administrative, Agency, Agent, Applicant, Appointment, Attorney, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Authority, Branch, Bureau, Business, Career, Chairmanship, Chambers, Clerical, Commission, Commissioner, Committee, Company, Corporate, Corporation, Council, Cubicle, Delegation, Dental, Department, Desk, Directorate, Employment, Firm, Government, Home, Job, Law, Management, Medical, Ministry, Official, Ombudsman, Organization, Phones, Precinct, Premises, Professional, Ringing, Secretariat, Station, Vocation, Work, Workplace, Workspace, Workstation",环境,办公室,办公室、隔间、工作场所、部门、车站、分支机构、工作站,,
AMBIENCE,PARK,AMBPark,AMB,"Parks, mostly city or suburban, probably usually with some human activity, city activity. Not pure nature sounds.","Arboretum, Area, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Ballfield, Ballpark, Banff, Botanical, Campground, Campsite, City, Common, Commons, Dog, Esplanade, Gardens, Green, Grounds, Lawn, National, Nature, Parc, Parcs, Parke, Parkland, Path, Pavilion, Picnic, Playground, Plaza, Public, Recreation, Reserve, Safari, Sandbox, Skate, Space, Square, State, Suburban, Tract, Trail, Trails, Urban, Visitor, Visitors, Walking, Wildlife, Zoo",环境,公园,公园、 操场、 花园、 植物园、 城市公园、 郊区公园、 棒球场,,
AMBIENCE,PRISON,AMBPrisn,AMB,"Prisons and jails, reverberant inmate walla, jail doors, buzzers, that sort of thing.","Arrest, Attica, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Blockhouse, Brig, Captivity, Cellblock, Cellmate, Center, Clink, Confinement, Correction, Correctional, Corrections, Corrective, County, Criminal, Custodial, Custody, Deprivation, Detained, Detainee, Detainees, Detention, Facility, Federal, Guard, Guardhouse, Gulag, Holding, Imprison, Imprisoned, Imprisonment, Incarcerated, Inmate, Inmates, Institution, Internment, Jail, Jailed, Jailer, Jailers, Jailhouse, Jailing, Jailors, Jails, Juvenile, Juvie, Locked, Lockup, Maximum, Medium, Military, Minimum, Offender, Parole, Penal, Penalty, Penitentiaries, Penitentiary, Prison, Prisoner, Prisoners, Private, Probation, Psychiatric, Punishment, Reformatory, Remand, Seclusion, Security, Sentence, Sentenced, Servitude, Slammer, Solitary, Stockade, Term, Warden, Warders, Yard",环境,监狱,监狱、 监狱院子、 拘留、 监禁室、 刑罚机构、 禁闭室、 拘留所、 放风场,,
AMBIENCE,PROTEST,AMBPrtst,AMB,"Protests, Rallies, Riots. Big mixed ambiences of crowds, shouting, yelling, chanting. Opposed to AMBIENCE-CHEERING.","Activism, Angry, Anti-War, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Argue, Black, Boycott, Boycotting, Boycotts, Change, Chanting, Civil, Climate, Control, Crowd, Defiance, Demonstrate, Demonstrating, Demonstration, Demonstrations, Denounce, Denouncement, Denunciation, Disapproval, Discontent, Displeasure, Dispute, Dissatisfaction, Dissent, Encampment, Environmental, Gun, Heckling, Human, Justice, Labor, LGBTQ, Lives, March, Marches, Matter, Mutiny, Oppose, Opposition, Outrage, Parade, Petition, Picket, Picketer, Picketing, Political, Procession, Protestors, Rallies, Rally, Rallying, Rants, Rebellion, Resist, Resistance, Retaliation, Revolt, Revolution, Rights, Riot, Rioting, Riots, Screaming, Social, Solidarity, Strike, Turmoil, Union, Uprising, Vigil, Yelling",环境,游行,抗议、集会、集会、骚乱、高喊、大喊大叫、尖叫、愤怒的人群、游行、示威、动荡、反抗、革命、愤怒、 怒吼、 口号,,
AMBIENCE,PUBLIC PLACE,AMBPubl,AMB,"Except for restaurants, for any other usually indoor public places such as stores, lobbies, hotels, malls, museums. Lots of possible overlap with other categories. Use if not fitting elsewhere.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Casino, Center, Cinema, Civic, Coffeeroom, Concessions, Convenience, Concourse, Courthouse, Courtyards, Escape, Fitness, Gallery, Grocery, Gyms, Hostel, Hotel, Hotels, Library, Lobbies, Lunchroom, Mall, Malls, Meeting, Motel, Museum, Museums, Park, Pedestrian, Plaza, Post, Premises, Public, Room, Shopping, Square, Squares, Stores, Supermarket, Theater, Venue",环境,公共场所,除餐厅外其他室内或室外公共场所、商店、大堂、酒店、商场、博物馆、公共广场、庭院,,
AMBIENCE,RELIGIOUS,AMBRlgn,AMB,"Church and temples, church services, religious gatherings, pilgrimages. Any ambience relating to religion.","Ashram, Atheist, Atheistic, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Basilica, Belief, Buddhism, Buddhist, Cathedral, Chapel, Choir, Church, Churches, Churchgoing, Churchlike, Churchly, Clergy, Clergyman, Cleric, Clerical, Clerics, Communalistic, Confessional, Convent, Coptic, Creed, Cult, Cultic, Cults, Cultural, Denomination, Devout, Dini, Divine, Ecclesiastic, Ecclesiastical, Evangelic, Evangelical, Faith, Faiths, Fundamentalist, Gurdwara, Holy, Interfaith, Interreligious, Irreligious, Jain, Koranic, Mandir, Masjid, Missionaries, Monastery, Monk, Monks, Mosque, Nonsecular, Nuns, Oratory, Orthodox, Pagan, Pagoda, Parochial, Pastor, Pious, Prayer, Preacher, Priest, Priests, Rabbi, Religieuse, Religieux, Religion, Religionist, Religions, Religiosity, Revered, Sacred, Scripture, Scrupulous, Sectarian, Secular, Secularist, Service, Shinto, Shrine, Spiritual, Synagogue, Synodal, Tabernacle, Temple, Theistic, Theocracy, Theocratic, Theologic, Theological, Worship, Zen",环境,宗教场所,教堂、寺庙、清真寺、教堂、宗教集会、大教堂、朝圣,,
AMBIENCE,RESIDENTIAL,AMBHome,AMB,"Something busier than a room tone, an Apartment, a House with some activity from outside etc. Interior with exterior sounds coming through closed or open doors, windows.","Accommodation, Accommodations, Apartment, Apartments, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Brownstone, Buildings, Bungalow, Cabin, Condo, Condominium, Cottage, Domestic, Domicile, Domiciled, Domiciliary, Dormitory, Duplex, Dwellers, Dwelling, Dwellings, Family, Farmhouse, Flat, Flats, Habitation, Habitational, Habitations, Habitative, Home, Homes, Homewards, House, Houseboat, Household, Houses, Housing, Igloo, Inhabitants, Inhabited, Loft, Mansion, Mobile, Multifamily, Occupancy, Penthouse, Premises, Residence, Residences, Residencies, Residency, Resident, Residential, Residentiary, Residents, Residing, Row, Single-family, Studio, Subsistence, Tenants, Townhouse, Triplex, Villa, Yurt",环境,住宅区,房间、 窗外、 室内,,
AMBIENCE,RESTAURANT & BAR,AMBRest,AMB,"Restaurants and bars, pubs, places of eating and drinking, mixed crowd with glass clinks or silverware.","Automat, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bakery, Bar, Beer, Bistro, Brasserie, Brewery, Brewpub, Burger, Cafe, Cafeteria, Canteen, Cantina, Cart, Catering, Chophouse, Club, Cocktail, Coffee, Coffeehouse, Commissary, Creperie, Culinary, Deli, Diet, Dietary, Diner, Diners, Dinery, Disco, Dive, Drive-In, Eateries, Eatery, Eating, Fast-Food, Food, Foodservice, Foodstore, Gastropub, Grillroom, Hookah, Hostelry, Irish, Karaoke, Lounge, Lunch, Luncheon, Luncheonette, Lunchroom, Meal, Microbrewery, Nightclub, Nightspot, Parlor, Pizzeria, Pub, Restaurant, Restaurante, Restauranteur, Restaurantland, Restaurateur, Restaurateurs, Restauration, Resto, Restobar, Saloon, Seafood, Shop, Snack, Speakeasy, Sports, Stall, Steakhouse, Strip, Sushi, Tapas, Taproom, Tavern, Tearoom, Tiki, Trattoria, Waiter, Waitress, Whiskey, Wine",环境,餐馆,餐厅、酒吧、酒馆、美食酒吧、餐车、小餐馆、咖啡厅、自助餐厅、食堂、茶室、沙龙、咖啡店、比萨店、快餐店、酒吧、自动售货机、小卖部、夜总会、熟食店、餐馆,,
AMBIENCE,ROOM TONE,AMBRoom,AMB,"Simple room tones with little or no activity. Also see now AMBIENCE-RESIDENTIAL if more than just air is present, as it might be a better fit.","Air, Ambient, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Attic, Basement, Bathroom, Bedroom, Conference, Conservatory, Dead, Den, Dining, Garage, Hotel, Kitchen, Library, Living, Lobby, Office, Quiet, Room, Roomtone, Room Tone, Study, Sunroom, Tone, Waiting, Whirr",环境,房间底噪,房间、寂静、安静的空气、 空荡,,
AMBIENCE,RURAL,AMBRurl,AMB,"Rural and countryside ambiences that don't fit somewhere else in this list. Nature, away from signs of people, overlap with AMBIENCE-ALPINE, DESERT, FOREST, PRAIRIE, etc.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Canyon, Coulee, Country, Countryside, Hill, Midwestern, Plateau, Remote, Rolling, Rurale, Rurales, Ruralist, Ruralistic, Ruralness, Rurals, Rustic, Savanna, Scenic, Scrub, Scrubland, Valley",环境,农村,农村、平原、草原、山、连绵起伏的丘陵、树林、草地、峡谷、断崖、灌木丛、高原、 戈壁,,
AMBIENCE,SCHOOL,AMBSchl,AMB,"Schools of any age, kindergarten through college, hallways, lockers, voices, school bells.","Academic, Academy, Admission, Assembly, Attendance, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Baccalaureate, Blackboard, Boarding, Cafeteria, Campus, Class, Classroom, College, Collegium, Community, Courses, Curricular, Curriculum, Dormitory, Dropout, Educate, Education, Educational, Elementary, Enrolment, Faculty, Grade, Graduate, Gym, High, Institute, Institution, Instructional, International, Junior, Kindergarten, Learn, Learning, Lesson, Lyceum, Middle, Montessori, Nursery, Polytechnic, Preschool, Primary, Private, Public, Pupil, Recess, Scholar, Scholarly, Scholastic, Schoolchild, Schoolhouse, Schoolroom, Schooltime, Schoolwork, Secondary, Seminar, Seminary, Student, Studies, Studying, Teacher, Teaching, Trade, Tuition, University, Vocational",环境,校园,小学、初中、高中、学院、学前班、大学、课堂、大会、教室、 操场、 学校走廊、 放学、 食堂,,
AMBIENCE,SCIFI,AMBSci,AMB,"A composite sci-fi ambience, a complex background layered with many sci-fi elements. A complex spacehip bridge, or high-tech lab. See also SCIFI for individual elements.","Alien, Anime, Artificial, Asimov, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Beowulf, Center, Chamber, Cheesy, City, Command, Cyberpunk, Dystopian, Extraterrestrial, Fiction, Future, Futuristic, Genetic, Gravity, Hi-Tec, High-Tech, Holographic, Intelligence, Interstellar, Manga, Mars, Martians, Moon, Moonscape, Nanotechnology, Nerds, Planet, Planets, Portal, Sci, Sci-Fi, Science, Singularity, Space, Spaceship, Star, Starwars, Station, Steampunk, Sun, Tech, Teleportation, Teleporter, Time, Travel, Trek, Trekkie, Tribble, Virtual, Wars, Wormhole, Wormholes",环境,科幻,科技实验室、 宇宙飞船、 赛伯朋克、 蒸汽朋克,,
AMBIENCE,SEASIDE,AMBSea,AMB,Relating to beach and oceanside scenes with people. (Compare to AMBIENCE-NAUTICAL). Water only recordings would go to a WATER category.,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bathing, Bay, Bayside, Beach, Beaches, Beachfront, Beachline, Beachscape, Beachside, Beachy, Boardwalk, Coast, Coastal, Coastland, Coastline, Coasts, Costal, Cove, Dock, Embankment, Esplanade, Harbor, Harborside, Headland, Inshore, Intertidal, Lighthouse, Marina, Mediterranean, Ocean, Oceanfront, Oceanside, Pier, Promenade, Quay, Quayside, Resort, Sandbeach, Sandy, Sea, Seaboard, Seacliff, Seacoast, Seafront, Seaport, Seascape, Seashore, Seashores, Seaside, Shore, Shoreface, Shorefront, Shoreland, Shoreline, Shoreside, Strand, Surf, Surfside, Tideland, Waterfront, Waterside, Waves, Windswept",环境,海边,海滩、海边、沿海、沙滩、海岸线、海滨、木板路、海滩度假村、海堤、码头、海港、 岸边,,
AMBIENCE,SPORT,AMBSprt,AMB,"Sporting events, little league baseball to major league. Use CROWDS-SPORT for clean crowd recordings.","Arena, Athletic, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Baseball, Basketball, Boxing, Challenge, Competition, Complex, Court, Cricket, Event, Facility, Field, Football, Gymnasium, Hockey, League, Little, MLB, MMA, NBA, NFL, Practice, Soccer, Sports, Stadium, Tennis, Track, Training, Wrestling",环境,运动场,NFI、 足球、 NBA、 篮球、 美国职业棒球大联盟、 棒球、 网球、 体育赛事、 小联盟、 训练、排球、冰球,,
AMBIENCE,SUBURBAN,AMBSubn,AMB,"Suburban streets, average residential neighborhood, not dense like URBAN. Lawnmowers, sprinklers, birds.","Affluent, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Barrio, Bucolic, Burbs, Community, Cul-De-Sac, Development, Exurb, Exurban, Exurbia, Exurbs, Gated, Hamlet, Insular, Interurban, Middleclass, Neighborhood, Outskirts, Residential, Sprawl, Suburb, Suburbanism, Suburbanite, Suburbanites, Suburbia, Tract, Village",环境,郊区,郊区、住宅、邻里、死胡同、村庄、乡村、郊区,,
AMBIENCE,SWAMP,AMBSwmp,AMB,"A wetland often partially or intermittently covered with water; especially : one dominated by woody vegetation. Marshes, although tecnically different, are included here. Any wetland.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Backwater, Backwaters, Bayou, Bayous, Bog, Boggy, Bogs, Bottomland, Bottomlands, Brackish, Everglade, Everglades, Fen, Fenland, Fens, Fenway, Fetid, Flood, Freshwater, Frog, Lagoon, Lowland, Mangrove, Marais, Marsh, Marshes, Marshland, Marshlands, Marshy, Mire, Mires, Moat, Morass, Morasses, Mucky, Mudbank, Muddy, Mudflat, Mudhole, Mudholes, Murk, Muskeg, Pocosin, Quagmire, Quagmires, Quicksand, Riparian, Saltwater, Slough, Sloughs, Swampland, Swamplands, Swampy, Tamarack, Thickets, Waterlogged, Wetland, Wetlands",环境,沼泽地,青蛙、沼泽、湿地、河岸、湖边、湖、红树林、 湿地树木,,
AMBIENCE,TOWN,AMBTown,AMB,"Something in between a CITY and a SUBURB. Activity, cars, pedestrians, that 'small town' or village sound. May be confusion between this, AMBIENCE-URBAN and AMBIENCE-SUBURBAN.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Borough, Boroughs, Burg, Capital, Center, Cities, Ciudad, Commune, Community, Hamlet, Hometown, Local, Localities, Locality, Location, Main, Municipalities, Municipality, Neighborhood, Settlement, Small, Square, Street, Town, Townhall, Townish, Townsfolk, Township, Townspeople, Village, Villages",环境,小镇,镇、村、小村庄、小镇、社区、社区,,
AMBIENCE,TRAFFIC,AMBTraf,AMB,"Specifically traffic without people. Not for a single car by, but for clean busy traffic, clean highway traffic for example. Rush hour where the sound is predominantly cars.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Avenue, Boulevard, Bridge, Bys, Car, Cars, Circle, Congestion, Detour, Expressway, Freeway, Highway, Hour, Intersection, Jam, Lane, Motorway, Overpass, Road, Roads, Roundabout, Route, Rush, Signage, Signaling, Street, Toll, Transportation, Travelling, Underpass, Vehicles, Vehicular, Wash, Washy",环境,交通,车道、 高速公路、 林荫大道、 公路、 马路,,
AMBIENCE,TRANSPORTATION,AMBTran,AMB,"Not VEHICLES, but public train stations, airports, bus stations, subway stations. Not the airplane or train itself. But public places centering around transportation.","Air, Airfield, Airport, Area, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Booth, Border, Bus, Cable, Car, Center, Concourse, Control, Crossing, Customs, Depot, Ferry, Freight, Garage, Heliport, Highway, Hub, Immigration, Inspection, Metro, Parking, Port, Rail, Rest, Seaport, Station, Stop, Subway, Terminal, Terminus, Toll, Tower, Traffic, Train, Tram, Transit, Transport, Truck, Tube, Vehicle",环境,交通工具,火车站、机场、汽车站、地铁站、终点站、车厂、火车、公交车站,,
AMBIENCE,TROPICAL,AMBTrop,AMB,"Jungles and rainforests, lush animal life and vegetation.","Amazon, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Biodiversity, Borneo, Bromeliad, Bush, Canopy, Caribbean, Cloud, Congo, Dengue, Equatorial, Exotic, Forest, Hawaiian, Humid, Island, Jungle, Lush, Mangrove, Mediterranean, Midlatitude, Monsoonal, Neotropical, Paradise, Rainforest, Semitropical, Southeast, Subhumid, Subtemperate, Subtropic, Subtropical, Subtropics, Sultry, Tropic, Tropical, Tropicalia, Tropicalian, Tropicalist, Tropics",环境,热带,丛林、灌木、热带雨林、云雾林、热带植物,,
AMBIENCE,TUNDRA,AMBTndra,AMB,"Treeless environments where the ground is permanently frozen, arctic, antarctic.","Antarctic, Antarctica, Arctic, Arctics, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Badlands, Barren, Barrens, Dogsled, Dogsleds, Frozen, Glacier, Glaciers, Greenland, Ice, Icebergs, Icebound, Icecap, Icecaps, Icefield, Icefields, Icy, Igloos, Moss, Mosses, Muskeg, Muskegs, Muskox, North, Permafrost, Polar, Pole, Siberia, Snow, Snowless, South, Steppes, Subarctic, Treeless, Wastelands, Yukon",环境,冻土,北极、南极、高原、极地、冰川、雪、冰原、 雪原、 暴风雪,,
AMBIENCE,UNDERGROUND,AMBUndr,AMB,"Subterranean, underground ambiences like sewers, bunkers, tunnels, dungeons, caves.","Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Basement, Belowground, Bomb, Bunker, Buried, Catacomb, Catacombs, Cave, Cavern, Caverns, Caves, Cellar, Crypt, Drips, Dungeon, Echoes, Groundwater, Hideout, Mine, Passage, Passageway, Sewer, Shaft, Shelter, Subsurface, Subterranean, Subterraneous, Subway, Sunken, Tunnel, Tunnels",环境,地下,洞穴、滴水、回声、下水道、地堡、隧道、地牢、熔岩管、地窖、地下、沉没、埋藏、地下室、竖井、矿井、通道、矿道,,
