raw,canonical,slot,note
气球,DESIGNED,detail,ucs_synonym_zh
气闸,DOOR,detail,ucs_synonym_zh
气阀门,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
氛围音,DRONE,detail,ucs_synonym_zh
水上飞机,RACING,detail,ucs_synonym_zh
水下录音,UNDERWATER,detail,ucs_synonym_zh
水坑,WATER,detail,ucs_synonym_zh
水壶,GLASSWARE,detail,ucs_synonym_zh
水库,LAKESIDE,detail,ucs_synonym_zh
水排球,WATER,detail,ucs_synonym_zh
水晶琴,EXPERIMENTAL,detail,ucs_synonym_zh
水晶碗,TONAL,detail,ucs_synonym_zh
水果,INGREDIENTS,detail,ucs_synonym_zh
水果刀,KNIFE,detail,ucs_synonym_zh
水槽,DRAIN,detail,ucs_synonym_zh
水波浪,LAKESIDE,detail,ucs_synonym_zh
水泥,CONCRETE,detail,ucs_synonym_zh
水泥搅拌机,CONSTRUCTION,detail,ucs_synonym_zh
水泵,PUMP,detail,ucs_synonym_zh
水滴,DRIP,detail,ucs_synonym_zh
水牛,WILD,detail,ucs_synonym_zh
水獭,AQUATIC,detail,ucs_synonym_zh
水球,WATER,detail,ucs_synonym_zh
水管,GARDEN,detail,ucs_synonym_zh
水翼艇,RACING,detail,ucs_synonym_zh
水肺潜水,WATER,detail,ucs_synonym_zh
水龙卷,TORNADO,detail,ucs_synonym_zh
水龙头,GARDEN,detail,ucs_synonym_zh
池塘,LAKESIDE,detail,ucs_synonym_zh
污垢,CRASH & DEBRIS,detail,ucs_synonym_zh
污水泵,PUMP,detail,ucs_synonym_zh
汤米枪,AUTOMATIC,detail,ucs_synonym_zh
汤锅,KITCHENWARE,detail,ucs_synonym_zh
汩汩地流,DRAIN,detail,ucs_synonym_zh
汽车,METAL,detail,ucs_synonym_zh
汽车喇叭,HORN,detail,ucs_synonym_zh
汽车天线,SERVO,detail,ucs_synonym_zh
汽车报警器,ALARM,detail,ucs_synonym_zh
汽车站,TRANSPORTATION,detail,ucs_synonym_zh
汽车音响,SONG & PHRASE,detail,ucs_synonym_zh
沉没,UNDERGROUND,detail,ucs_synonym_zh
沉积物,DUST,detail,ucs_synonym_zh
沙丘,DESERT,detail,ucs_synonym_zh
沙发,FURNITURE,detail,ucs_synonym_zh
沙子,CRASH & DEBRIS,detail,ucs_synonym_zh
沙尘暴,STORM,detail,ucs_synonym_zh
沙沙声,FLAP,detail,ucs_synonym_zh
沙滩,SEASIDE,detail,ucs_synonym_zh
沙滩越野车,ATV,detail,ucs_synonym_zh
沙漠,AIR,detail,ucs_synonym_zh
沙狐球,COURT,detail,ucs_synonym_zh
沙蛋,SHAKEN,detail,ucs_synonym_zh
沙鈴,SHAKEN,detail,ucs_synonym_zh
沙锤,SHAKEN,detail,ucs_synonym_zh
沙鼠,RODENT,detail,ucs_synonym_zh
沙龙,RESTAURANT & BAR,detail,ucs_synonym_zh
沙龙门,SWINGING,detail,ucs_synonym_zh
沟渠,FLOW,detail,ucs_synonym_zh
沥青,CONCRETE,detail,ucs_synonym_zh
河岸,SWAMP,detail,ucs_synonym_zh
河道,FLOW,detail,ucs_synonym_zh
油印机,OFFICE,detail,ucs_synonym_zh
油漆罐,MUD POTS,detail,ucs_synonym_zh
油轮,INTERIOR,detail,ucs_synonym_zh
油门,MECHANISM,detail,ucs_synonym_zh
沼泽,SWAMP,detail,ucs_synonym_zh
沼泽物,HUMANOID,detail,ucs_synonym_zh
沿海,SEASIDE,detail,ucs_synonym_zh
法式门,GLASS,detail,ucs_synonym_zh
法术,ACID,detail,ucs_synonym_zh
泡沫包装,PACKAGING,detail,ucs_synonym_zh
泡沫填充物,PACKAGING,detail,ucs_synonym_zh
泡沫聚苯乙烯,PACKAGING,detail,ucs_synonym_zh
泡泡爆破,POP,detail,ucs_synonym_zh
波普尔,RECREATIONAL,detail,ucs_synonym_zh
波浪,BOW WASH,detail,ucs_synonym_zh
波浪池,TURBULENT,detail,ucs_synonym_zh
波浪能,IMPACT,detail,ucs_synonym_zh
波音,INTERIOR,detail,ucs_synonym_zh
泥浆,SUCTION,detail,ucs_synonym_zh
泥石流,EMERGENCY,detail,ucs_synonym_zh
泥罐,MUD POTS,detail,ucs_synonym_zh
泥铲,GARDEN,detail,ucs_synonym_zh
注册,TRADEMARKED,detail,ucs_synonym_zh
注射器,MEDICAL,detail,ucs_synonym_zh
泰瑟枪,ZAP,detail,ucs_synonym_zh
泼水,MOVEMENT,detail,ucs_synonym_zh
泼洒,IMPACT,detail,ucs_synonym_zh
洗衣机,APPLIANCE,detail,ucs_synonym_zh
洛克希德,MILITARY,detail,ucs_synonym_zh
洞穴,UNDERGROUND,detail,ucs_synonym_zh
洪流,WATERFALL,detail,ucs_synonym_zh
洲际导弹,ROCKET,detail,ucs_synonym_zh
活动,CELEBRATION,detail,ucs_synonym_zh
活塞,SUCTION,detail,ucs_synonym_zh
活死人,HUMANOID,detail,ucs_synonym_zh
活页夹,OFFICE,detail,ucs_synonym_zh
派对,CELEBRATION,detail,ucs_synonym_zh
派对号角,CELEBRATION,detail,ucs_synonym_zh
流动,MOVEMENT,detail,ucs_synonym_zh
流口水,SPIT,detail,ucs_synonym_zh
流水线,INDUSTRIAL,detail,ucs_synonym_zh
流淌,DRIP,detail,ucs_synonym_zh
测试音,TEST TONE,detail,ucs_synonym_zh
浏览,HANDLE,detail,ucs_synonym_zh
浣熊,RODENT,detail,ucs_synonym_zh
浪潮,TSUNAMI,detail,ucs_synonym_zh
浪花,FOUNTAIN,detail,ucs_synonym_zh
浮筒船,MOTORBOAT,detail,ucs_synonym_zh
浴室抽屉,WOOD,detail,ucs_synonym_zh
海事,NAUTICAL,detail,ucs_synonym_zh
海军,INTERIOR,detail,ucs_synonym_zh
海堤,SEASIDE,detail,ucs_synonym_zh
海妖,AQUATIC,detail,ucs_synonym_zh
海岸,SURF,detail,ucs_synonym_zh
海岸线,SEASIDE,detail,ucs_synonym_zh
海底,UNDERWATER,detail,ucs_synonym_zh
海底生物,UNDERWATER,detail,ucs_synonym_zh
海沟,UNDERWATER,detail,ucs_synonym_zh
海洋,NAUTICAL,detail,ucs_synonym_zh
海涯门,GLASS,detail,ucs_synonym_zh
海港,SEASIDE,detail,ucs_synonym_zh
海滨,SEASIDE,detail,ucs_synonym_zh
海滩,SEASIDE,detail,ucs_synonym_zh
海滩度假村,SEASIDE,detail,ucs_synonym_zh
海燕,SEA,detail,ucs_synonym_zh
海牛,AQUATIC,detail,ucs_synonym_zh
海狮,AQUATIC,detail,ucs_synonym_zh
海狸,RODENT,detail,ucs_synonym_zh
海獭,AQUATIC,detail,ucs_synonym_zh
海蜇,AQUATIC,detail,ucs_synonym_zh
海螺,TRADITIONAL,detail,ucs_synonym_zh
海螺壳,TRADITIONAL,detail,ucs_synonym_zh
海象,AQUATIC,detail,ucs_synonym_zh
海边,SEASIDE,detail,ucs_synonym_zh
海雀,SEA,detail,ucs_synonym_zh
海鸥,SEA,detail,ucs_synonym_zh
消耗,EATING,detail,ucs_synonym_zh
消防员,SIREN,detail,ucs_synonym_zh
消防车,EMERGENCY,detail,ucs_synonym_zh
消音器,SUPPRESSED,detail,ucs_synonym_zh
涓流,FOUNTAIN,detail,ucs_synonym_zh
涓涓细流,DRIP,detail,ucs_synonym_zh
涟漪,LAP,detail,ucs_synonym_zh
涡流,ENERGY,detail,ucs_synonym_zh
涡轮螺旋桨飞机,PROP,detail,ucs_synonym_zh
液压,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
液压机,INDUSTRIAL,detail,ucs_synonym_zh
液压门,DOOR,detail,ucs_synonym_zh
涼篷,CLOTH,detail,ucs_synonym_zh
淋浴门,SLIDING,detail,ucs_synonym_zh
淌水,SPLASH,detail,ucs_synonym_zh
淘金热,HISTORICAL,detail,ucs_synonym_zh
淤泥,DUST,detail,ucs_synonym_zh
深水炸弹,IMPACT,detail,ucs_synonym_zh
深海,NAUTICAL,detail,ucs_synonym_zh
混乱,PANIC,detail,ucs_synonym_zh
混合,MORPH,detail,ucs_synonym_zh
混响采样,IMPULSE RESPONSE,detail,ucs_synonym_zh
混战,BATTLE,detail,ucs_synonym_zh
淹没,UNDERWATER,detail,ucs_synonym_zh
清嗓子,COUGH,detail,ucs_synonym_zh
清洁,ACTIVITY,detail,ucs_synonym_zh
清真寺,RELIGIOUS,detail,ucs_synonym_zh
渐强,RISER,detail,ucs_synonym_zh
渗出,SOURCE,detail,ucs_synonym_zh
渗漏,DRIP,detail,ucs_synonym_zh
渗血,SPLAT,detail,ucs_synonym_zh
温室,GLASS,detail,ucs_synonym_zh
温彻斯特,SHOTGUN,detail,ucs_synonym_zh
游乐园,AMUSEMENT,detail,ucs_synonym_zh
游戏节目蜂鸣器,BUZZER,detail,ucs_synonym_zh
游泳,LAKESIDE,detail,ucs_synonym_zh
游艇,INTERIOR,detail,ucs_synonym_zh
游行,PROTEST,detail,ucs_synonym_zh
游轮,INTERIOR,detail,ucs_synonym_zh
湍流,UNDERWATER,detail,ucs_synonym_zh
湖泊,LAKESIDE,detail,ucs_synonym_zh
湖边,LAKESIDE,detail,ucs_synonym_zh
湿地,SWAMP,detail,ucs_synonym_zh
湿地树木,SWAMP,detail,ucs_synonym_zh
湿气,STEAM,detail,ucs_synonym_zh
溅射,SPARKS,detail,ucs_synonym_zh
溅水,MOVEMENT,detail,ucs_synonym_zh
溢出,MOVEMENT,detail,ucs_synonym_zh
溪流,FLOW,detail,ucs_synonym_zh
滑动,MOVEMENT,detail,ucs_synonym_zh
滑哨,WHISTLE,detail,ucs_synonym_zh
滑板车,SKATE,detail,ucs_synonym_zh
滑步,CROWD,detail,ucs_synonym_zh
滑水,WATER,detail,ucs_synonym_zh
滑索,MOVEMENT,detail,ucs_synonym_zh
滑翔机,INTERIOR,detail,ucs_synonym_zh
滚动声,MOVEMENT,detail,ucs_synonym_zh
滚球,AMUSEMENT,detail,ucs_synonym_zh
滚雷,THUNDER,detail,ucs_synonym_zh
滴流,CRASH & DEBRIS,detail,ucs_synonym_zh
滴落,IMPACT,detail,ucs_synonym_zh
漏气,HISS,detail,ucs_synonym_zh
演出,PERFORMANCE,detail,ucs_synonym_zh
演讲,HISTORICAL,detail,ucs_synonym_zh
漩涡,TORNADO,detail,ucs_synonym_zh
潺潺声,DRAIN,detail,ucs_synonym_zh
激光打印机,OFFICE,detail,ucs_synonym_zh
瀑布,WATERFALL,detail,ucs_synonym_zh
灌丛火,BURNING,detail,ucs_synonym_zh
灌木,TROPICAL,detail,ucs_synonym_zh
灌木丛,RURAL,detail,ucs_synonym_zh
火光,TORCH,detail,ucs_synonym_zh
火山,LAVA,detail,ucs_synonym_zh
火山爆发,VOLCANO,detail,ucs_synonym_zh
火山碎屑,VOLCANO,detail,ucs_synonym_zh
火怪物,ELEMENTAL,detail,ucs_synonym_zh
火把,TORCH,detail,ucs_synonym_zh
火枪,ANTIQUE,detail,ucs_synonym_zh
火柴,IGNITE,detail,ucs_synonym_zh
火灾探测器,ELECTRONIC,detail,ucs_synonym_zh
火炬,TORCH,detail,ucs_synonym_zh
火烈鸟,TROPICAL,detail,ucs_synonym_zh
火焰,WHOOSH,detail,ucs_synonym_zh
火焰喷射器,BURST,detail,ucs_synonym_zh
火焰漩涡,TURBULENT,detail,ucs_synonym_zh
火焰龙卷风,TURBULENT,detail,ucs_synonym_zh
火种,BURNING,detail,ucs_synonym_zh
火箭筒,ARTILLERY,detail,ucs_synonym_zh
火花,SPARKS,detail,ucs_synonym_zh
火葬场,GAS,detail,ucs_synonym_zh
火车,TRANSPORTATION,detail,ucs_synonym_zh
火车喇叭,HORN,detail,ucs_synonym_zh
火车汽笛,MECHANICAL,detail,ucs_synonym_zh
火车站,TRANSPORTATION,detail,ucs_synonym_zh
火车门,DOOR,detail,ucs_synonym_zh
火铃,BELL,detail,ucs_synonym_zh
火风琴,EXPERIMENTAL,detail,ucs_synonym_zh
火鸡,FOWL,detail,ucs_synonym_zh
灯泡喇叭,HORN,detail,ucs_synonym_zh
灰尘,DUST,detail,ucs_synonym_zh
灰狗巴士,BUS,detail,ucs_synonym_zh
灵感,REFERENCE,detail,ucs_synonym_zh
灾难,EMERGENCY,detail,ucs_synonym_zh
炖锅,KITCHENWARE,detail,ucs_synonym_zh
炮弹,COMMERCIAL,detail,ucs_synonym_zh
炸弹,REAL,detail,ucs_synonym_zh
炸雷,THUNDER,detail,ucs_synonym_zh
点击,TICK,detail,ucs_synonym_zh
烈火,BURNING,detail,ucs_synonym_zh
烈焰,BURNING,detail,ucs_synonym_zh
烙印,BURN,detail,ucs_synonym_zh
烟火,COMMERCIAL,detail,ucs_synonym_zh
烟花,COMMERCIAL,detail,ucs_synonym_zh
烟花汇演,COMMERCIAL,detail,ucs_synonym_zh
烟雾弹,RECREATIONAL,detail,ucs_synonym_zh
烤盘,APPLIANCE,detail,ucs_synonym_zh
烤箱定时器,TIMER,detail,ucs_synonym_zh
烤面包机,APPLIANCE,detail,ucs_synonym_zh
烧灼,BURN,detail,ucs_synonym_zh
热带植物,TROPICAL,detail,ucs_synonym_zh
热带雨林,FOREST,detail,ucs_synonym_zh
热带风暴,TYPHOON,detail,ucs_synonym_zh
热风枪,POWER,detail,ucs_synonym_zh
焊接,SPARKS,detail,ucs_synonym_zh
焦油坑,MUD POTS,detail,ucs_synonym_zh
煎锅,KITCHENWARE,detail,ucs_synonym_zh
煤油发动机,ANTIQUE,detail,ucs_synonym_zh
煤炭火车,STEAM,detail,ucs_synonym_zh
照影机,MEDICAL,detail,ucs_synonym_zh
煮沸,BUBBLES,detail,ucs_synonym_zh
熄火,JALOPY,detail,ucs_synonym_zh
熊猫,WILD,detail,ucs_synonym_zh
熔岩,LAVA,detail,ucs_synonym_zh
熔岩炸弹,VOLCANO,detail,ucs_synonym_zh
熔岩管,UNDERGROUND,detail,ucs_synonym_zh
熟食店,RESTAURANT & BAR,detail,ucs_synonym_zh
燃气发动机,COMBUSTION,detail,ucs_synonym_zh
燃气灶,GAS,detail,ucs_synonym_zh
燃气烤架,GAS,detail,ucs_synonym_zh
燃烧,BURNING,detail,ucs_synonym_zh
燃烧弹,WHOOSH,detail,ucs_synonym_zh
燃烧棍,TORCH,detail,ucs_synonym_zh
燃烧炉,GAS,detail,ucs_synonym_zh
燕子,SONGBIRD,detail,ucs_synonym_zh
燕鸥,SEA,detail,ucs_synonym_zh
燕麦,INGREDIENTS,detail,ucs_synonym_zh
燧发枪,ANTIQUE,detail,ucs_synonym_zh
爆炸,DESIGNED,detail,ucs_synonym_zh
爆炸实录,REAL,detail,ucs_synonym_zh
爆破声,POOF,detail,ucs_synonym_zh
爆裂,REAL,detail,ucs_synonym_zh
爪机,ARCADE,detail,ucs_synonym_zh
爬梯,AMUSEMENT,detail,ucs_synonym_zh
爬行,CREATURE,detail,ucs_synonym_zh
版权,TRADEMARKED,detail,ucs_synonym_zh
牙刷,ELECTRIC,detail,ucs_synonym_zh
牙医钻头,ELECTRIC,detail,ucs_synonym_zh
牛圈门,GATE,detail,ucs_synonym_zh
牛皮筋,CREAK,detail,ucs_synonym_zh
牛蛙,AMPHIBIAN,detail,ucs_synonym_zh
牛铃,ANIMAL,detail,ucs_synonym_zh
牛鞭,WHIP,detail,ucs_synonym_zh
牧场,FARM,detail,ucs_synonym_zh
牧羊犬,DOG,detail,ucs_synonym_zh
特技飞机,PROP,detail,ucs_synonym_zh
特斯拉,ELECTRIC,detail,ucs_synonym_zh
特殊载具,VEHICLE,detail,ucs_synonym_zh
特百惠,CONTAINER,detail,ucs_synonym_zh
特警车,EMERGENCY,detail,ucs_synonym_zh
特雷门琴,EXPERIMENTAL,detail,ucs_synonym_zh
犀牛,WILD,detail,ucs_synonym_zh
犀鸟,TROPICAL,detail,ucs_synonym_zh
犯罪现场,EMERGENCY,detail,ucs_synonym_zh
狂笑,LAUGH,detail,ucs_synonym_zh
狂风,TURBULENT,detail,ucs_synonym_zh
狐狸,DOG WILD,detail,ucs_synonym_zh
狐狸号角,MISC,detail,ucs_synonym_zh
狐猴,PRIMATE,detail,ucs_synonym_zh
狐蝠,BAT,detail,ucs_synonym_zh
狒狒,PRIMATE,detail,ucs_synonym_zh
狗带,BRIDLE & TACK,detail,ucs_synonym_zh
狗铃,ANIMAL,detail,ucs_synonym_zh
狙击手,RIFLE,detail,ucs_synonym_zh
狞猫,CAT WILD,detail,ucs_synonym_zh
狨猴,PRIMATE,detail,ucs_synonym_zh
狩猎,RIFLE,detail,ucs_synonym_zh
独木舟,ROWBOAT,detail,ucs_synonym_zh
独角仙,INSECT,detail,ucs_synonym_zh
独角鲸,AQUATIC,detail,ucs_synonym_zh
独轮车,BICYCLE,detail,ucs_synonym_zh
狮子,CAT WILD,detail,ucs_synonym_zh
狮身人面像翼,CREATURE,detail,ucs_synonym_zh
狮鹫翼,CREATURE,detail,ucs_synonym_zh
狼人,HUMANOID,detail,ucs_synonym_zh
狼哨,HUMAN,detail,ucs_synonym_zh
狼牙棒,BLUNT,detail,ucs_synonym_zh
狼疮,DOG WILD,detail,ucs_synonym_zh
猎刀,KNIFE,detail,ucs_synonym_zh
猎犬,DOG,detail,ucs_synonym_zh
猎豹,CAT WILD,detail,ucs_synonym_zh
猎鹰,BIRD OF PREY,detail,ucs_synonym_zh
猛击,IMPACT,detail,ucs_synonym_zh
猛烈的火焰,TURBULENT,detail,ucs_synonym_zh
猛犸象,BEAST,detail,ucs_synonym_zh
猞猁,CAT WILD,detail,ucs_synonym_zh
猫头鹰,BIRD OF PREY,detail,ucs_synonym_zh
猫科动物,CAT DOMESTIC,detail,ucs_synonym_zh
猫铃,ANIMAL,detail,ucs_synonym_zh
猴子,PRIMATE,detail,ucs_synonym_zh
玉米,INGREDIENTS,detail,ucs_synonym_zh
玛米亚,CAMERA,detail,ucs_synonym_zh
玩具机器人,MECHANICAL,detail,ucs_synonym_zh
玩塑料,TONAL,detail,ucs_synonym_zh
玩水,MOVEMENT,detail,ucs_synonym_zh
玩游戏,CHILDREN,detail,ucs_synonym_zh
玩石头,TONAL,detail,ucs_synonym_zh
现场音乐会,PERFORMANCE,detail,ucs_synonym_zh
现场音效,PFX,detail,ucs_synonym_zh
玻璃口琴,TONAL,detail,ucs_synonym_zh
玻璃推拉门,SLIDING,detail,ucs_synonym_zh
玻璃杯,GLASSWARE,detail,ucs_synonym_zh
玻璃水瓶,GLASSWARE,detail,ucs_synonym_zh
玻璃琴,EXPERIMENTAL,detail,ucs_synonym_zh
玻璃纤维,COMPOSITE,detail,ucs_synonym_zh
玻璃门,GLASS,detail,ucs_synonym_zh
珠宝盒,CONTAINER,detail,ucs_synonym_zh
班卓琴,PLUCKED,detail,ucs_synonym_zh
球链,BLUNT,detail,ucs_synonym_zh
琴鸟,TROPICAL,detail,ucs_synonym_zh
琵鹭,TROPICAL,detail,ucs_synonym_zh
琶音,MUSICAL,detail,ucs_synonym_zh
瑜伽,TONAL,detail,ucs_synonym_zh
瑜伽垫,GYM,detail,ucs_synonym_zh
瓶子,GLASSWARE,detail,ucs_synonym_zh
瓶火箭,RECREATIONAL,detail,ucs_synonym_zh
瓷砖,CONCRETE,detail,ucs_synonym_zh
甘美兰,BELLS,detail,ucs_synonym_zh
生日,CELEBRATION,detail,ucs_synonym_zh
生物,CREATURE,detail,ucs_synonym_zh
用力咀嚼,EATING,detail,ucs_synonym_zh
用口型默示,SOURCE,detail,ucs_synonym_zh
田园,FARM,detail,ucs_synonym_zh
田庄,FARM,detail,ucs_synonym_zh
甲板,WOOD,detail,ucs_synonym_zh
甲虫,INSECT,detail,ucs_synonym_zh
电传打字机,TYPEWRITER,detail,ucs_synonym_zh
电击枪,ZAP,detail,ucs_synonym_zh
电动剃须刀,ELECTRIC,detail,ucs_synonym_zh
电动开罐器,APPLIANCE,detail,ucs_synonym_zh
电动摩托车,ELECTRIC,detail,ucs_synonym_zh
电动滑板车,ELECTRIC,detail,ucs_synonym_zh
电动窗,WINDOW,detail,ucs_synonym_zh
电动舱口,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
电动螺丝刀,POWER,detail,ucs_synonym_zh
电动跳舞仙人掌,EXPERIMENTAL,detail,ucs_synonym_zh
电动车,ELECTRIC,detail,ucs_synonym_zh
电动门,ELECTRIC,detail,ucs_synonym_zh
电动马达,ELECTRIC,detail,ucs_synonym_zh
电台,RADIO,detail,ucs_synonym_zh
电子宠物,ELECTRONIC,detail,ucs_synonym_zh
电工胶带,TAPE,detail,ucs_synonym_zh
电影摄影机,AUDIO VISUAL,detail,ucs_synonym_zh
电抗器,ELECTROMAGNETIC,detail,ucs_synonym_zh
电报,TELEMETRY,detail,ucs_synonym_zh
电梯,ELEVATOR,detail,ucs_synonym_zh
电站,ARC,detail,ucs_synonym_zh
电翼琴,KEYED,detail,ucs_synonym_zh
电脑蜂鸣,BEEP,detail,ucs_synonym_zh
电视节目,LAUGHTER,detail,ucs_synonym_zh
电视音,LOFI,detail,ucs_synonym_zh
电话音,LOFI,detail,ucs_synonym_zh
电贝斯,PLUCKED,detail,ucs_synonym_zh
电锯,POWER,detail,ucs_synonym_zh
男人,MALE,detail,ucs_synonym_zh
画眉,SONGBIRD,detail,ucs_synonym_zh
界面,COMPUTER,detail,ucs_synonym_zh
留声机,PHONOGRAPH,detail,ucs_synonym_zh
畜栏,FARM,detail,ucs_synonym_zh
疗养院,HOSPITAL,detail,ucs_synonym_zh
疣猪,WILD,detail,ucs_synonym_zh
疾驰,HORSE,detail,ucs_synonym_zh
痛饮,DRINKING,detail,ucs_synonym_zh
痰盂,SPIT,detail,ucs_synonym_zh
登山,RECREATIONAL,detail,ucs_synonym_zh
白噪,RADIO,detail,ucs_synonym_zh
白噪声,TEST TONE,detail,ucs_synonym_zh
白鲸,AQUATIC,detail,ucs_synonym_zh
白鹭,WADING,detail,ucs_synonym_zh
百叶窗,INTERIOR,detail,ucs_synonym_zh
皇冠,JEWELRY,detail,ucs_synonym_zh
皮卡车,TRUCK VAN & SUV,detail,ucs_synonym_zh
皮带,BRIDLE & TACK,detail,ucs_synonym_zh
皮搋,SUCTION,detail,ucs_synonym_zh
皮肤,SKIN,detail,ucs_synonym_zh
皮鞭,WHIP,detail,ucs_synonym_zh
皱褶,MOVEMENT,detail,ucs_synonym_zh
监狱门,PRISON,detail,ucs_synonym_zh
监狱院子,PRISON,detail,ucs_synonym_zh
监禁室,PRISON,detail,ucs_synonym_zh
盒子,CONTAINER,detail,ucs_synonym_zh
盖子,CONTAINER,detail,ucs_synonym_zh
盛宴,EATING,detail,ucs_synonym_zh
目录,BOOK,detail,ucs_synonym_zh
相机包,BAG,detail,ucs_synonym_zh
相机对焦,SERVO,detail,ucs_synonym_zh
相机快门,CAMERA,detail,ucs_synonym_zh
真皮沙发,FURNITURE,detail,ucs_synonym_zh
眼线笔,FASHION,detail,ucs_synonym_zh
眼镜,FASHION,detail,ucs_synonym_zh
着火,IGNITE,detail,ucs_synonym_zh
睫毛膏,FASHION,detail,ucs_synonym_zh
知更鸟,SONGBIRD,detail,ucs_synonym_zh
短号,BRASS,detail,ucs_synonym_zh
短毛猫,CAT DOMESTIC,detail,ucs_synonym_zh
短波,RADIO,detail,ucs_synonym_zh
短笛,WOODWIND,detail,ucs_synonym_zh
短路,SPARKS,detail,ucs_synonym_zh
石英,TICK,detail,ucs_synonym_zh
石蜡发动机,ANTIQUE,detail,ucs_synonym_zh
石质乐器,TONAL,detail,ucs_synonym_zh
矿道,UNDERGROUND,detail,ucs_synonym_zh
砂光机,POWER,detail,ucs_synonym_zh
砂带机,POWER,detail,ucs_synonym_zh
砍刀,AXE,detail,ucs_synonym_zh
研磨,HARD DRIVE,detail,ucs_synonym_zh
研究船,FISHING,detail,ucs_synonym_zh
砰的一声,IMPACT,detail,ucs_synonym_zh
砰砰,KNOCK,detail,ucs_synonym_zh
砰砰声,MOVEMENT,detail,ucs_synonym_zh
破坏,BREAK,detail,ucs_synonym_zh
破裂,CRASH & DEBRIS,detail,ucs_synonym_zh
硅胶,CREAK,detail,ucs_synonym_zh
硬件,LATCH,detail,ucs_synonym_zh
硬币,COIN,detail,ucs_synonym_zh
硬纸盒,CONTAINER,detail,ucs_synonym_zh
碎块,CRASH & DEBRIS,detail,ucs_synonym_zh
碎木机,CONSTRUCTION,detail,ucs_synonym_zh
碎片,CRASH & DEBRIS,detail,ucs_synonym_zh
碗锣,BELLS,detail,ucs_synonym_zh
碰击,IMPACT,detail,ucs_synonym_zh
碰杯,COIN,detail,ucs_synonym_zh
磁带机,AUDIO VISUAL,detail,ucs_synonym_zh
磁悬浮列车,HIGH SPEED,detail,ucs_synonym_zh
磁暴线圈,ARC,detail,ucs_synonym_zh
磨边机,GARDEN,detail,ucs_synonym_zh
示威,PROTEST,detail,ucs_synonym_zh
社区,TOWN,detail,ucs_synonym_zh
祈求,SPELL,detail,ucs_synonym_zh
祈祷,SPELL,detail,ucs_synonym_zh
祝福的,ANGELIC,detail,ucs_synonym_zh
神圣的,ANGELIC,detail,ucs_synonym_zh
神的,ANGELIC,detail,ucs_synonym_zh
神话,CREATURE,detail,ucs_synonym_zh
禁术,EVIL,detail,ucs_synonym_zh
禁止,EVIL,detail,ucs_synonym_zh
禁闭室,PRISON,detail,ucs_synonym_zh
福特T型車,ANTIQUE,detail,ucs_synonym_zh
福特皮卡,UTILITY,detail,ucs_synonym_zh
福音,CHORAL,detail,ucs_synonym_zh
秃鹫,BIRD OF PREY,detail,ucs_synonym_zh
秃鹰,BIRD OF PREY,detail,ucs_synonym_zh
种子,INGREDIENTS,detail,ucs_synonym_zh
种植园,FARM,detail,ucs_synonym_zh
科学怪人,HUMANOID,detail,ucs_synonym_zh
科幻,DESIGNED,detail,ucs_synonym_zh
科幻警报,ALARM,detail,ucs_synonym_zh
科幻设备,MECHANISM,detail,ucs_synonym_zh
科幻门,DOOR,detail,ucs_synonym_zh
科技实验室,SCIFI,detail,ucs_synonym_zh
科技服装,HITECH,detail,ucs_synonym_zh
科拉琴,PLUCKED,detail,ucs_synonym_zh
科音,SYNTHESIZED,detail,ucs_synonym_zh
秘密入口,STONE,detail,ucs_synonym_zh
稀疏的瓦拉,CONVERSATION,detail,ucs_synonym_zh
稳定的气流,BLOW,detail,ucs_synonym_zh
稻谷,FARM,detail,ucs_synonym_zh
穆格,SYNTHESIZED,detail,ucs_synonym_zh
空中客车,INTERIOR,detail,ucs_synonym_zh
空中客车公司,JET,detail,ucs_synonym_zh
空手道,GYM,detail,ucs_synonym_zh
空气压缩机,PUMP,detail,ucs_synonym_zh
空气爆炸,BURST,detail,ucs_synonym_zh
空气爆破,BURST,detail,ucs_synonym_zh
空灵,ETHEREAL,detail,ucs_synonym_zh
空灵的,ANGELIC,detail,ucs_synonym_zh
空灵的人声,ETHEREAL,detail,ucs_synonym_zh
空荡,ROOM TONE,detail,ucs_synonym_zh
空袭,WARFARE,detail,ucs_synonym_zh
空袭警报器,SIREN,detail,ucs_synonym_zh
空调,HVAC,detail,ucs_synonym_zh
穿刺,SOURCE,detail,ucs_synonym_zh
突袭,WARFARE,detail,ucs_synonym_zh
窒息,SNORE,detail,ucs_synonym_zh
窗外,RESIDENTIAL,detail,ucs_synonym_zh
窗帘,COVERING,detail,ucs_synonym_zh
窗户,GLASS,detail,ucs_synonym_zh
窗户栓,HARDWARE,detail,ucs_synonym_zh
窗格,KNOCK,detail,ucs_synonym_zh
窗锁,HARDWARE,detail,ucs_synonym_zh
立管,RISER,detail,ucs_synonym_zh
竖井,UNDERGROUND,detail,ucs_synonym_zh
竭力,EFFORTS,detail,ucs_synonym_zh
笑料,LAUGHTER,detail,ucs_synonym_zh
笑翠鸟,TROPICAL,detail,ucs_synonym_zh
等离子武器,GUN,detail,ucs_synonym_zh
筒鼓,PERCUSSION,detail,ucs_synonym_zh
