raw,canonical_guess,kind,slot_guess,record_count,field_hit_count,example_count,score,decision,reason,source_fields,example_1,example_2,example_3,catid_samples,category_samples,source_files,fx_name_hits,description_hits,keywords_hits,filename_hits,field_quality,example_quality,category_alignment,existing_canonical_status,approved_for_ai,qa_flags
metallic,Metallic,token,unknown,878,976,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Thunder Big Metallic"",""description"":""Powerful close metallic thunder claps with occasional distant birds and insects."",""category"":""WEATHER/STORM"",""cat_id"":""STORM""}","{""fx_name"":""Thunder Close Cracking Metallic Peel"",""description"":""Close thunder with a crackling and metallic peel with little deep booming."",""category"":""WEATHER/THUNDER"",""cat_id"":""THUN""}","{""fx_name"":""Thunder Close Metallic Cracking"",""description"":""Close thunder rumbles, cracks, and peels with a metallic tone. Large reverberant booming present. Distant birds heard at times."",""category"":""WEATHER/THUNDER"",""cat_id"":""THUN""}",THUN; WHSH; DSGNSynth; DSGNDron; STORM,WEATHER/THUNDER; SWOOSHES/WHOOSH; DESIGNED/SYNTHETIC; DESIGNED/DRONE; WEATHER/STORM,00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo; 00_Cinematic_Expressions_CK_Metadata.xlsx#CXCK Metadata; 00_Cinematic_Motion_Metadata_CK.xlsx#CMCK; 00_Anime_Essentials_Metadata.xlsx#Anime; 00_Brute_Force_Metadata.xlsx#Brute Force,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
large,Large,token,unknown,866,1694,3,25,reject,record_count>=500 +20; field_diversity>=1.5 +10; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Large Bird Activity"",""description"":""A large bird approaches, calls, and wades into a wetland in the Amazon Jungle. Birds and insects active throughout. Tree debris heard falli…"",""category"":""AMBIENCE/TROPICAL"",""cat_id"":""AMBTrop""}","{""fx_name"":""Rain Large Tonal Drops"",""description"":""Large tonal raindrops hit broad leaf plants on the forest floor in a cloud forest. Light breeze present throughout. Moderately distant inse…"",""category"":""AMBIENCE/TROPICAL"",""cat_id"":""AMBTrop""}","{""fx_name"":""Large Drops"",""description"":""Large drops of water fall off a tree trunk, splattering onto the soft ground."",""category"":""RAIN/VEGETATION"",""cat_id"":""RAINVege""}",THUN; RAINVege; AMBTrop; FIRESizz; METLMvmt,GUNS/CANNON; WEATHER/THUNDER; RAIN/VEGETATION; AMBIENCE/TROPICAL; AMBIENCE/SWAMP,00_Cannons_CK_Metadata.xlsx#CACK; 00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo; 00_3DS13_Tropical_Jungle_Stereo_Metadata.xlsx#3DS13 Tropical Stereo; 00_Anime_Essentials_Metadata.xlsx#Anime; 00_3DS16_Swamps_Stereo_Metadata.xlsx#3DS16 Swamp Stereo,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
historic,Historic,token,unknown,859,859,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""16 Pounder 150m"",""description"":""Antique artillery, historic cannon, cal 27mm. ORTF3D Hi positioned 150m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""16 Pounder 15m"",""description"":""Antique artillery, historic cannon, cal 27mm. XY positioned 15m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""16 Pounder 175m"",""description"":""Antique artillery, historic cannon, cal 27mm. XY handheld recorder positioned 175m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}",GUNCano,GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
response,Response,token,unknown,846,846,3,0,reject,record_count>=500 +20; mic_spec -40; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""16 Pounder"",""description"":""Antique artillery, historic cannon, cal 27mm. Indoor impulse response"",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}","{""fx_name"":""18 Pounder"",""description"":""Antique artillery, historic cannon, cal 56mm. Indoor impulse response"",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}","{""fx_name"":""30 Pounder"",""description"":""Antique artillery, historic cannon, cal 75mm. Indoor impulse response"",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}",GUNCano,#REF!/#REF!,00_Cannons_CK_Metadata.xlsx#CANNONS Shots; 00_Cannons_CK_Metadata.xlsx#CANNONS Shots Old,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
external,External,token,unknown,805,805,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, at exhaust. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
like,Like,token,unknown,801,817,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=6; description=12; keywords=2; filename=0,"{""fx_name"":""Drop it Like Its Hot"",""description"":""SYNTHETIC SCREECH LONG Intense shot of a buzz, with screech at the end."",""category"":""DESIGNED/TONAL"",""cat_id"":""DSGNTonl""}","{""fx_name"":""Run Like The Wind"",""description"":""SYNTHETIC FLY BY Low rumble with burst of howling, like in strong wind."",""category"":""SWOOSHES/WHOOSH"",""cat_id"":""WHSH""}","{""fx_name"":""I Like"",""description"":""Confirmative UI tick that delivers a clear and agreeable auditory cue."",""category"":""USER INTERFACE/CLICK"",""cat_id"":""UIClick""}",DSGNSynth; DSGNMisc; WHSH; EXPLDsgn; DSGNTonl,DESIGNED/SYNTHETIC; DESIGNED/MISC; SWOOSHES/WHOOSH; EXPLOSIONS/DESIGNED; DESIGNED/TONAL,00_Anime_Essentials_Metadata.xlsx#Anime; 00_Brute_Force_Metadata.xlsx#Brute Force; 00_Casual_UI_DS_Metadata.xlsx#DS; 00_Cinematic_Expressions_CK_Metadata.xlsx#CXCK Metadata; 00_Cinematic_Motion_Metadata_CK.xlsx#CMCK,6,12,2,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
rattling,Rattling,token,unknown,768,867,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Metal And Wood Rolling Rattling Constant"",""description"":""Continuous moving metallic and wooden pieces. Long, slightly rumbling sequence."",""category"":""GUNS/CANNON"",""cat_id"":""METLMvmt""}","{""fx_name"":""Metal And Wood Rolling Rattling Fast"",""description"":""Quickly moving metallic and wooden pieces. Rumbling and rattling."",""category"":""GUNS/CANNON"",""cat_id"":""METLMvmt""}","{""fx_name"":""Metal And Wood Rolling Rattling Slow"",""description"":""Slowly moving metallic and wooden pieces. Rumbling and rattling."",""category"":""GUNS/CANNON"",""cat_id"":""METLMvmt""}",METLMvmt; GUNCano; CHAINMvmt; WOODMvmt; WOODImpt,GUNS/CANNON; #REF!/#REF!,00_Cannons_CK_Metadata.xlsx#CACK; 00_Cannons_CK_Metadata.xlsx#CANNONS Foley,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
steel,Steel,token,unknown,763,859,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown; governed_aliases=2,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Concrete Slab Steel Girder"",""description"":""Steel ball being dropped on debris on top of a stone slab. Heavy, metallic elements."",""category"":""GUNS/CANNON"",""cat_id"":""ROCKImpt""}","{""fx_name"":""Metal Bar Roll Hit Steel Girder"",""description"":""Rolling leading into clanging hit."",""category"":""GUNS/CANNON"",""cat_id"":""METLMvmt""}","{""fx_name"":""Metal Scrape Massive Bar On Steel Girder Fast"",""description"":""Quickly sliding big, metallic pieces. Slightly hollow."",""category"":""GUNS/CANNON"",""cat_id"":""METLFric""}",GUNCano; WOODImpt; METLFric; ROCKImpt; METLMvmt,#REF!/#REF!; GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK; 00_Cannons_CK_Metadata.xlsx#CANNONS Impacts; 00_Cannons_CK_Metadata.xlsx#CANNONS Foley; 00_Cannons_DS_Metadata.xlsx#CANNONS Foley; 00_Cannons_DS_Metadata.xlsx#CANNONS Impacts,20,0,0,0,medium,high,weak,existing_keep,no,category_mismatch;duplicate_examples;rejected_evidence
sanken,Sanken,token,unknown,762,762,3,0,reject,record_count>=500 +20; mic_spec -40; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Asian Palm Civet Growl Moan"",""description"":""Wild, Toddy Cat, Mammal. Furious, tonal screaming, moaning and jabbering. Mono, Sanken Co100K high frequency response."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}","{""fx_name"":""Aztec Death Whistle Air Burst"",""description"":""Whistle, Instrument. Short, slightly impactful, hissing air burst. Mono, Sanken Co100K high frequency response."",""category"":""CREATURES/SOURCE"",""cat_id"":""CREASrce""}","{""fx_name"":""Aztec Death Whistle Breath Tonal Raspy Hard"",""description"":""Whistle, Instrument. Harsh, slightly tonal, raspy, resonant air hiss. Mono, Sanken Co100K high frequency response."",""category"":""CREATURES/SOURCE"",""cat_id"":""CREASrce""}",BIRDPrey; CREASrce; ANMLMisc,BIRDS/BIRD OF PREY; CREATURES/SOURCE; ANIMALS/MISC,00_Alien_Life_CK_Metadata.xlsx#ALCK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
voice,Voice,token,unknown,759,773,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=7; description=0; keywords=13; filename=0,"{""fx_name"":""Spectral Voice Fall"",""description"":""Ethereal spectral tones reminiscent of a ghostly descension."",""category"":""DESIGNED/TONAL"",""cat_id"":""DSGNTonl""}","{""fx_name"":""Spectral Voice Rise"",""description"":""Ethereal spectral tones reminiscent of a ghostly ascension."",""category"":""DESIGNED/TONAL"",""cat_id"":""DSGNTonl""}","{""fx_name"":""Tonal Voice"",""description"":""Smooth, modulated vocal tone with a resonant quality."",""category"":""DESIGNED/WHOOSH"",""cat_id"":""""}",VOXFem; VOXMale; DSGNTonl; WHSH; DSGNMisc,VOICES/FEMALE; VOICES/MALE; DESIGNED/TONAL; DESIGNED/WHOOSH; SWOOSHES/WHOOSH,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle; 00_Anime_Essentials_Metadata.xlsx#Anime; 00_Cinematic_Impacts_CK_Metadata.xlsx#CICK; 00_Magic_Alchemy_CK_Metadata.xlsx#MALCK; 00_Magic_Wisp_CK_Metadata.xlsx#MAWCK,7,0,13,0,high,high,aligned,existing_unknown,no,rejected_evidence
driving,Driving,token,unknown,756,1176,3,25,reject,record_count>=500 +20; field_diversity>=1.5 +10; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=1; description=0; keywords=19; filename=0,"{""fx_name"":""Petrol Kart On Board Driving"",""description"":""Petrol kart driving sequence with engine buzzing and stuttering elements with additional bursting elements."",""category"":""VEHICLES/RACING"",""cat_id"":""VEHRace""}","{""fx_name"":"""",""description"":""Driving ambience of shunting diesel engine. Horn at beginning. Light rattling elements, pneumatics and docking sounds. Stereo."",""category"":""Vehicles/Trains"",""cat_id"":""""}","{""fx_name"":"""",""description"":""Long driving ambience of diesel loco recorded from an opened door. Grinding sounds of tracks and some light rattling parts and clacking ele…"",""category"":""Vehicles/Trains"",""cat_id"":""""}",VEHRace,Vehicles/Trains; VEHICLES/RACING,Trains_Stereo.xlsx#Trains - Stereo; 00_SciFi_Momentum_Metadata_CK.xlsx#CK,1,0,19,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
some,Some,token,unknown,742,742,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Thunder Echoes Rain"",""description"":""Powerful thunder echoes through mountainous terrain. Light rain and some hail increasing in intensity. Birds heard at moderate distances at…"",""category"":""WEATHER/STORM"",""cat_id"":""STORM""}","{""fx_name"":""Bark Short Hard"",""description"":""Very short and raspy barking with some subtle breathing."",""category"":""ANIMALS/AQUATIC"",""cat_id"":""ANMLAqua""}","{""fx_name"":""Bark Short Soft"",""description"":""Very short and fast barking with some breathing."",""category"":""ANIMALS/AQUATIC"",""cat_id"":""ANMLAqua""}",ANMLAqua; STORM,ANIMALS/AQUATIC; WEATHER/STORM,00_Aquatic_Predators_Metadata.xlsx#Aquatic Predators; 00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
texture,Texture,token,unknown,742,1111,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Sweetener Crack Low Texture Transients"",""description"":""Processed, distorted crackling to enhance shots. Dull with stuttering effect."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""Sweetener Distortion Shot Low Texture"",""description"":""Processed noise to enhance shots. Rumbling and stuttering."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""Sweetener Distortion Texture"",""description"":""Heavily distorting noise with low rumbling."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}",GUNCano,#REF!/#REF!; GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK; 00_Cannons_CK_Metadata.xlsx#CANNONS Foley; 00_Cannons_CK_Metadata.xlsx#Kopie von CANNONS Shots DS,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
noise,Noise,token,unknown,738,1203,3,25,reject,record_count>=500 +20; field_diversity>=1.5 +10; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Shipyard Bay Big Cargo Ship Noise Germany"",""description"":""Shipyard bay. Waves lapping, seagull calls and semi distant cargo ship noise throughout."",""category"":""AMBIENCE/SEASIDE"",""cat_id"":""AMBSea""}","{""fx_name"":""Small Fishing Village Bay Boat Traffic Noise Germany"",""description"":""Fishing village bay. Waves lapping, birds and distant boat traffic throughout."",""category"":""AMBIENCE/SEASIDE"",""cat_id"":""AMBSea""}","{""fx_name"":""Small Town Main Street Traffic Truck Noise France"",""description"":""VENDÔME - Busy small town main street. Truck engine and moderate traffic throughout. Truck signal beep and pneumatics occasionally. Pedestr…"",""category"":""AMBIENCE/RURAL"",""cat_id"":""AMBRurl""}",DSGNWhsh; EXPLDsgn; DSGNSynth; AMBSea; DSGNImpt,DESIGNED/WHOOSH; EXPLOSIONS/DESIGNED; DESIGNED/SYNTHETIC; AMBIENCE/SEASIDE; DESIGNED/IMPACT,00_Anime_Essentials_Metadata.xlsx#Anime; 00_3DS07_European_Life_Metadata_Stereo.xlsx#3DS07 European Life 2.0,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
setup,Setup,token,unknown,734,734,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 10m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an AB setup at medium distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 20m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a MS setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 30m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an ambisonics setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
squad,Squad,token,unknown,733,733,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 10m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an AB setup at medium distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 20m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a MS setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 30m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an ambisonics setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
field,Field,token,unknown,726,742,3,15,reject,record_count>=500 +20; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=8; description=12; keywords=0; filename=0,"{""fx_name"":""Celestial Field"",""description"":""Congested sky, Flying devices, drones watching."",""category"":""DESIGNED/GRANULAR"",""cat_id"":""DSGNGran""}","{""fx_name"":""Fluctuating Field"",""description"":""Synthetic thunder, like an aircraft engine passing by, high air pressure filtered."",""category"":""DESIGNED/DISTORTION"",""cat_id"":""DSGNDist""}","{""fx_name"":""Energy Field Constant"",""description"":""Fluttering and low swishing and whooshing elements with some additional rumbling elements."",""category"":""DESIGNED/SOURCE"",""cat_id"":""DSGNSrce""}",GUNCano; DSGNSrce; SCIEnrg; WATRSplsh; DSGNGran,GUNS/CANNON; DESIGNED/SOURCE; SCIFI/ENERGY; DESIGNED/GRANULAR; DESIGNED/DISTORTION,00_Cannons_CK_Metadata.xlsx#METADATA STRATA; 00_Cannons_DS_Metadata.xlsx#METADATA STRATA; 00_MATTER_Metadata.xlsx#MATTER; 00_SciFi_Momentum_Metadata_CK.xlsx#CK; 00_SciFi_Momentum_Metadata_DS.xlsx#DS,8,12,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
distance,Distance,token,unknown,722,743,3,0,reject,record_count>=500 +20; unknown_generic_token -20; policy=unknown,fx_name=0; description=9; keywords=11; filename=0,"{""fx_name"":"""",""description"":""PISTOL Caliber 9mm, medium distant, 10m distance, Stereo Downmix."",""category"":""GUNS/PISTOL"",""cat_id"":""""}","{""fx_name"":"""",""description"":""PISTOL Caliber .454, medium distant, 10m distance, Stereo Downmix."",""category"":""GUNS/PISTOL"",""cat_id"":""""}","{""fx_name"":"""",""description"":""REVOLVER Caliber 9mm, medium distant, 10m distance, Stereo Downmix."",""category"":""GUNS/PISTOL"",""cat_id"":""""}",STORM; ANMLAqua; THUN,GUNS/PISTOL; WEATHER/STORM; GUNS/RIFLE; ANIMALS/AQUATIC; GUNS/SHOTGUN,00_Cyber_Weapons_CK_Metadata.xlsx#CWCK; 00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo; 00_Aquatic_Predators_Metadata.xlsx#Aquatic Predators; Trains_Stereo.xlsx#Trains - Stereo,0,9,11,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
